食譜名稱,作者,圖片,份數,料理時間,食材,食材數量,料理步驟
"
洋芹金針菇魚餅&香腸臘味糙米飯便當
",北美liuliu,https://img-global.cpcdn.com/recipes/d8236f5735455bdc/751x532cq70/%E6%B4%8B%E8%8A%B9%E9%87%91%E9%87%9D%E8%8F%87%E9%AD%9A%E9%A4%85%E9%A6%99%E8%85%B8%E8%87%98%E5%91%B3%E7%B3%99%E7%B1%B3%E9%A3%AF%E4%BE%BF%E7%95%B6-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ","
 15 分鐘
      ","菠菜葉
橄欖油
鹽
洋芹
胡蘿蔔
金針菇
魚餅(類似甜不辣)
橄欖油
鹽1/8小匙
糙米飯
香腸2根
","100 g
1 小匙
1/8 小匙
3 根

1 包
1 片
1 大匙

1 碗

",1.菠菜葉洗淨放入滾水煮1分鐘取出，加鹽、橄欖油調味即可，洋芹洗淨去粗絲切片、胡蘿蔔洗淨去皮切片後，放入滾水煮2分鐘取出後，加入洗淨金針菇續煮1分鐘即可取出，備用。2.原鍋燙煮魚餅1分鐘後取出切片，拌入煮好洋芹、胡蘿蔔、金針菇裡加加鹽、橄欖油調味即可。3.電鍋煮糙米飯時上層蒸香腸，飯好香腸也蒸熟，香腸取出放涼切片備用。(蒸香腸時盤底會蒸出很多油脂，就不怕吃太多油)4.最後將半碗糙米飯和所有菜放入便當即可。PS糙米飯要事先煮好，才能縮短烹飪時候喔!
"
醬油荷包蛋
",Jeremy's Kitchen,https://img-global.cpcdn.com/recipes/a690052f8e0b325b/751x532cq70/%E9%86%AC%E6%B2%B9%E8%8D%B7%E5%8C%85%E8%9B%8B-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"三顆雞蛋
醬油一大匙
","

",1.鍋裡 熱少許油2.薑蛋一顆一顆煎成荷包蛋3.盛盤後淋上醬油即可
"
乳酸菌發酵乳蛋糕(電子鍋)
",Abby,https://img-global.cpcdn.com/recipes/b7d98c46dd1cc205/751x532cq70/%E4%B9%B3%E9%85%B8%E8%8F%8C%E7%99%BC%E9%85%B5%E4%B9%B3%E8%9B%8B%E7%B3%95%E9%9B%BB%E5%AD%90%E9%8D%8B-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"蛋黃糊
植物油
低筋麵粉
玉米粉
蛋黃
乳酸菌發酵乳(LCA506)
蛋白霜
蛋白
檸檬汁或白醋或鹽
上白糖或細砂糖
","
60 g
70 g
15 g
5 個
120 g

5 個

50 g
","1.備好食材：蛋的蛋黃和蛋白分開(蛋白先放冷藏)，所有食材秤好，粉類要先過篩。2.電子鍋內鍋先抹上一層份量外的奶油，以防沾粘好脫模。3.＜製作蛋黃糊(燙麵法)＞先將植物油加熱至出現油紋就關火離爐，立刻加入低粉和玉米粉快速拌勻，稍冷卻後再一一加入蛋液和乳酸菌發酵乳拌勻。4.＜製作蛋白霜＞自冰箱取出蛋白，用電動打蛋器先用低速打出一些泡沫後，加入一點檸檬汁(或白醋或鹽)，再轉高速，分2~3次加入糖，打至有小彎鉤的濕偏乾性發泡。5.舀1/3份量的蛋白霜混入蛋黃糊中，用手持打蛋器攪拌均勻。6.然後再將拌勻的麵糊倒入剩下的蛋白霜中，用橡皮刮刀延著鍋邊翻轉，以切拌方式混合均勻。只要混合均勻即可，切勿過度攪拌以免蛋白消泡。7.將麵糊倒入已塗抹奶油的電子鍋內鍋裡，輕敲出大氣泡，用筷子在麵糊中交叉畫8消除小氣泡。8.內鍋放進電子鍋中，按下炊飯鍵。
(我使用糙米選項，可以炊煮較久，不會半小時就發出完成的聲響。若用一般炊飯加熱完成，但蛋糕還沒熟，可待機器稍冷卻後，再按一次炊飯鍵，總共至少要煮1小時。)9.電子鍋發出完成的嗶嗶聲或1小時後，用筷子插入蛋糕體，若無沾粘麵糊即完成。10.起鍋待稍涼後，再小心將蛋糕倒出盛盤。11.＊此用的是十人份電子鍋，並不適用在需在外鍋加水炊煮的電鍋哦。
＊若用烤箱，則烤箱預熱後先用170度烤10分鐘，再調成150度烤45分鐘，烤好後以筷子插入蛋糕，筷子上沒沾黏就完成了。"
"
涼拌豆捲
",愛麗絲DIY(=^_^=),https://img-global.cpcdn.com/recipes/e21fa5373619b120/751x532cq70/%E6%B6%BC%E6%8B%8C%E8%B1%86%E6%8D%B2-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"豆皮捲2條
乾木耳2片
薑絲2片
醬油膏1大匙
香油1大匙
辣椒醬1小匙
糖1大匙
胡椒粉少許
青蔥少許
","








",1.將豆皮捲切段，煎到表面微酥，木耳泡軟切絲，在旁炒熟2.起鍋拌所有調味料。
"
【快速料理】蕃茄炒蛋
",凱茜媽咪の廚房,https://img-global.cpcdn.com/recipes/c0c8826df4f88c07/751x532cq70/%E5%BF%AB%E9%80%9F%E6%96%99%E7%90%86%E8%95%83%E8%8C%84%E7%82%92%E8%9B%8B-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 4人份
  ","
 15分鐘
      ","雞蛋
蕃茄塊
蔥花
［調味料］
蕃茄醬
鹽1/2茶匙
白胡椒粉
","4 顆
400 公克
30 公克

100 公克

適量
","1.準備食材。2.洗淨蕃茄、切塊備用。雞蛋打入盆中，蔥洗淨、切成蔥花。3.雞蛋打成蛋液。熱鍋、倒入1茶匙蔬菜油，然後將蛋液倒入鍋，炒至半熟後鏟出2/3盛盤備用。（雞蛋液可加入1湯匙的牛奶及1茶匙柴魚醬油調味，讓炒蛋的口感更滑嫩。）4.原鍋再加入些許油，蕃茄塊入鍋與1/3份量的炒蛋拌炒ㄧ會兒，改小火、蓋上鍋蓋燜煮2-3分鐘。5.燜煮2-3分鐘後，打開鍋蓋，蕃茄已經軟化、熟透，且滲出了水份；將剩下的2/3炒蛋入鍋、加入蕃茄醬調味，燒煮1分鐘讓蕃茄醬入味。6.蕃茄與炒蛋拌炒均勻。7.最後將調味料拌入、撒上備用的蔥花，快速完成美味料理。8.營養價值極高的蕃茄炒蛋，拌飯和拌麵都適宜。9.［小撇步］
*若喜歡蕃茄去皮後的口感，可先川燙蕃茄、去皮，再切塊。
*適量的蕃茄醬，使蕃茄炒蛋更香、濃郁。"
"
夏天的好朋友
電鍋燉滷牛肚與牛腱
#金廚獎
",江玲玲,https://img-global.cpcdn.com/recipes/6270092218c9c27b/751x532cq70/%E5%A4%8F%E5%A4%A9%E7%9A%84%E5%A5%BD%E6%9C%8B%E5%8F%8B-%E9%9B%BB%E9%8D%8B%E7%87%89%E6%BB%B7%E7%89%9B%E8%82%9A%E8%88%87%E7%89%9B%E8%85%B1-%E9%87%91%E5%BB%9A%E7%8D%8E-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"牛肚
牛腱2粒
薑
蔥1把
大蒜1把
冰糖
醬油
米酒
辣椒
八角2顆
滷包
","










",1.清洗牛肚（鹽巴加麵粉搓揉 最後加白醋洗淨到沒顏色）放入熱水中（放入米酒跟白醋煮約15分鐘）倒掉另起熱水川燙牛腱2.起炒鍋放入薑片香油爆出欸香味後依序放入牛肚、牛腱待釋放出焦香味放入蔥跟大蒜兒冰糖炒出糖色此時加入米酒跟醬油瞬間嗆香3.最後把全部食材加入電鍋後再加些水淹過牛肚適時添加鹽巴醬油調整鹹度，外鍋放入2杯水等到跳起來，即完成電鍋滷牛肚/牛腱喔！4.😅😍
"
香腸炒小黄瓜(簡單料理)
",潘俊霖的(簡單料理),https://img-global.cpcdn.com/recipes/a6457de4d41043f0/751x532cq70/%E9%A6%99%E8%85%B8%E7%82%92%E5%B0%8F%E9%BB%84%E7%93%9C%E7%B0%A1%E5%96%AE%E6%96%99%E7%90%86-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ","
 15分鐘
      ","食材:
條香腸
條小黄瓜
調味料:
小匙素蠔油
小匙炒手
白芝麻少許
","
2
2

1
2

",1.食材，小黄瓜切片。2.油鍋小火煎到香腸7~8分熟，再切小片會比較快熟。3.油鍋放入香腸，煎到二面微焦。4.再放入黄瓜及炒手蠔油，及半杯水，大火拌炒約2~3分鐘。5.撒上白芝麻完成。
"
蒜泥白肉黃瓜卷🥒🌯(附影片)
",V can cook,https://img-global.cpcdn.com/recipes/9dab0aeef5d81afe/751x532cq70/%E8%92%9C%E6%B3%A5%E7%99%BD%E8%82%89%E9%BB%83%E7%93%9C%E5%8D%B7%F0%9F%A5%92%F0%9F%8C%AF%E9%99%84%E5%BD%B1%E7%89%87-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 6人份
  ","
 1小時
      ","黃瓜
五花肉
薑
米酒
白芝麻
醬汁
辣椒醋
生抽
魚露
糖
麻油
蒜蓉
食用水
蒜茜
檸檬汁
","2 條
1 條
3 片
適量
適量

5 湯匙
1 湯匙
2 湯匙
2 湯匙
2 湯匙
3 顆
3 湯匙
適量

",1.五花肉連同薑及米酒以中火煮20-25分鐘，然後關火焗10分鐘。切一半看看熟了沒有，如果還是粉紅色的話，再開火煮5分鐘後焗5分鐘。因為豬肉一定要全熟。煮熟就放在冰袋上。同時準備醬汁試味再調整。2.黃瓜中間切開，然後刨成大的薄片。肉是黃瓜的1/3-1/2長度。豬肉慢慢地小心儘可能切薄片。3.把豬肉片放在黃瓜片捲起來。(如果不是完美的整片薄豬肉片也沒關係，之後拼成適合的長度慢慢捲就可以)4.灑下芝麻和淋上醬汁
"
便當菜～馬鈴薯燉肉🥔（這次用米酒，好好吃😋）
",初級者～簡易料理🧃FANG🍱,https://img-global.cpcdn.com/recipes/f5e878c27e63d0fe/751x532cq70/%E4%BE%BF%E7%95%B6%E8%8F%9C%EF%BD%9E%E9%A6%AC%E9%88%B4%E8%96%AF%E7%87%89%E8%82%89%F0%9F%A5%94%E9%80%99%E6%AC%A1%E7%94%A8%E7%B1%B3%E9%85%92%E5%A5%BD%E5%A5%BD%E5%90%83%F0%9F%98%8B-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 1-2人份
  ",Na,"馬鈴薯一顆
肉（一～兩人的量）
醃料
米酒
醬油
蒜頭2顆
鹽巴
水
","







",1.馬鈴薯切滾刀（有大有小口感佳），備料：蒜頭兩顆2.醃料：肉，加米酒去腥。鹽巴、醬油、蒜頭（醃15min)3.放入馬鈴薯，加水。水加大約食材的8分即可（或者再少一點），放入電鍋，完成✅
"
五味醬鮑魚
",姜竹君,https://img-global.cpcdn.com/recipes/4d29e931a4717fc8/751x532cq70/%E4%BA%94%E5%91%B3%E9%86%AC%E9%AE%91%E9%AD%9A-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"鮑魚6個
蔥，薑，蒜少許
醬汁作法
醬油一勺
蕃茄醬一勺
蠔油一勺
糖一勺
","






",1.鮑魚去內臟以鹽洗淨2.放入鍋中蒸3分鐘後取出備用3.所有醬料混合成醬汁備用4.薑，蒜，蔥切碎以一點油炒一下，再倒入醬汁，繪炒一下出鍋5.將醬汁以湯匙一一放上剛出鍋的鮑魚即成一美味佳餚！
"
孜然羊肉炒飯
",Chi,https://img-global.cpcdn.com/recipes/928c94fb8aed4e97/751x532cq70/%E5%AD%9C%E7%84%B6%E7%BE%8A%E8%82%89%E7%82%92%E9%A3%AF-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"蛋2顆
米1杯
高麗菜0.5顆
蔥1根
蒜米3瓣
孜然粉2匙
醬油1大匙
羊肉片100克
醃料
豆瓣醬1大匙
米酒1大匙
","










",1.羊肉用醃料醃20分鐘，同時煮飯，蔥切末，高麗菜切絲2.熱鍋熱油爆香蒜，轉小火放入羊肉，羊肉3分熟後放入高麗菜及1匙孜然粉，羊肉7分熟後放入白飯、孜然粉1匙、醬油1大匙及蛋3.改成大火快速拌炒至粒粒分明，裝盤，灑上蔥花
"
九層塔茄子
",布丁愛美食🍡🍨🍳,https://img-global.cpcdn.com/recipes/36637f4120ec4206/751x532cq70/%E4%B9%9D%E5%B1%A4%E5%A1%94%E8%8C%84%E5%AD%90-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 3人份
  ","
 20分鐘
      ","茄子
蒜末
九層塔
醬油
醬油膏
水
糖
辣椒
","1 條
1 匙
1 把
2 大匙
2 大匙
110 cc
1 小匙
2 小片
",1.茄子切段，起油鍋下油爆香蒜末，辣椒！放入茄子，水～小火蓋鍋蓋悶煮5分鐘！2.加入醬汁拌勻，試試鹹度，可以就加入九層塔拌勻即可！很香喔！
"
餛飩湯
",andy,https://img-global.cpcdn.com/recipes/71241b5d7f151f2e/751x532cq70/%E9%A4%9B%E9%A3%A9%E6%B9%AF-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 1人份
  ",Na,"冷凍餛飩
蒜圈
芹菜圈
鹽
胡椒粉
油蔥酥
","15 顆
1 大匙
1 大匙
1/4 茶匙
適量
1 大匙
",1.三大必備，成就香。2.取一鍋水煮滾，放入餛飩，要用湯匙動一動，避免黏鍋。煮至餛飩浮起，完成放入煮好的餛飩，加入滾水，完成。。3.鍋中放入紅葱酥、蒜圈、芹菜圈、鹽、胡椒粉，
"
炆牛尾
",Sa ,https://img-global.cpcdn.com/recipes/6eb46b32db1c007c/751x532cq70/%E7%82%86%E7%89%9B%E5%B0%BE-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"牛尾骨2磅
蕃茄2個
薯仔1個
紅蘿白半條
香料:
香葉4塊
桂皮2小塊
薑6片
八角4粒
乾蔥頭2粒
冰糖1小粒
豉油半小碗
茄汁半小碗
","












",1.凍水落牛尾出水2.材料準備好，燒熱鑊落香料爆香3.落已出水的牛尾爆，將蕃茄、紅蘿白炒一會4.將茄汁、豉油加入煮5分鐘，加入熱水(浸過牛尾)，煮滾起5分鐘，用細火煮1小時5.再加入薯仔煮多半小時，如多汁，可開大火收汁，完成6.個人喜歡加入薯仔後5分鐘盛起待涼放雪櫃，等第二日炆45分鐘才吃，入味好多
"
清燙鮮蚵
",Hsuan Yu ,https://img-global.cpcdn.com/recipes/23bcd9c79b501b6b/751x532cq70/%E6%B8%85%E7%87%99%E9%AE%AE%E8%9A%B5-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ",Na,"鮮蚵1包
鹽巴1茶匙
酒1茶匙
水100cc
","



",1.鮮蚵加鹽巴輕輕搓洗乾淨。2.用100cc熱水加鹽巴、米酒，水滾後加入鮮蚵，川燙至再次水滾即可盛盤享受。
"
烤蔬菜
",廖祐欣,https://img-global.cpcdn.com/recipes/7e21b294368e7ae2/751x532cq70/%E7%83%A4%E8%94%AC%E8%8F%9C-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"茄子
杏鮑菇
鹽
橄欖油
香料
","

少許
少許
少許
",1.將蔬菜類切薄片，塗上橄欖油、香料2.烤箱先預熱10分鐘150度3.放進烤箱180度烤15分鐘即可，配上炸物❤️
"
粉葛牛蒡薏仁湯
",薑餅人@艾可Echo,https://img-global.cpcdn.com/recipes/2d41ca9f932b87b3/751x532cq70/%E7%B2%89%E8%91%9B%E7%89%9B%E8%92%A1%E8%96%8F%E4%BB%81%E6%B9%AF-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"粉葛一條
牛蒡一條
薏米
陳皮1/4
豬肉200g
蜜棗兩粒
","

50 g



","1.豬肉先汆水，材料加水2500ml,煲2小時"
"
鹹甜燒豆腐（方便素）（低碳生酮餐）
",Sophie廚坊,https://img-global.cpcdn.com/recipes/264523ed20cd9b1d/751x532cq70/%E9%B9%B9%E7%94%9C%E7%87%92%E8%B1%86%E8%85%90%E6%96%B9%E4%BE%BF%E7%B4%A0%E4%BD%8E%E7%A2%B3%E7%94%9F%E9%85%AE%E9%A4%90-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 3人份
  ","
 15分鐘
      ","山東豆腐
蒜頭
醬油
番茄醬
二砂
香油
太白粉
清水
","1 盒
3 瓣
1/2 小碗
3 大匙
3 大匙
少許
1.5 大匙
1 小碗
",1.山東豆腐切適當大小的三角形，蒜頭切末。2.起油鍋，爆香蒜末，放入豆腐。3.將醬油，二砂，番茄醬，清水攪拌均勻倒入鍋中；用鍋鏟推動豆腐，使之均勻入味。
"
霸王花合掌瓜無花果湯
",薑餅人@艾可Echo,https://img-global.cpcdn.com/recipes/4998227527a43f03/751x532cq70/%E9%9C%B8%E7%8E%8B%E8%8A%B1%E5%90%88%E6%8E%8C%E7%93%9C%E7%84%A1%E8%8A%B1%E6%9E%9C%E6%B9%AF-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"霸王花3支
合掌瓜2個
海底椰乾
無花果
蜜棗2粒
紅蘿蔔1支
猪骨
南北杏
","


6 粒



1.5 匙
",1.霸王花淮海底椰先浸水， 霸王花去掉硬位置，猪骨出水，把所有材料加水2800ml煲2小時。
"
清蒸石勞魚（電鍋料理）
",敬騰怡怡,https://img-global.cpcdn.com/recipes/20e35c0e4d7ed12e/751x532cq70/%E6%B8%85%E8%92%B8%E7%9F%B3%E5%8B%9E%E9%AD%9A%E9%9B%BB%E9%8D%8B%E6%96%99%E7%90%86-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2-3人
  ",Na,"破布子2湯匙
薑絲少許
","

",1.將魚洗淨後拌入2匙破布子薑絲，電鍋外鍋1杯半的水，跳起後即可享用。
"
絲瓜蛤蜊（5分鐘上菜篇）
",敬騰怡怡,https://img-global.cpcdn.com/recipes/a643c89033756ab0/751x532cq70/%E7%B5%B2%E7%93%9C%E8%9B%A4%E8%9C%8A5%E5%88%86%E9%90%98%E4%B8%8A%E8%8F%9C%E7%AF%87-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 3-4人
  ","
 1道試做成品照
      ","糖少許
米酒少許
枸杞少許
薑末少許
","



",1.絲瓜切塊或條狀，蛤蜊洗淨瀝乾，薑末，枸杞備用2.爆香薑末糖一併加入爆炒後倒入絲瓜，待6分熟後倒入米酒和蛤蜊3.拌入枸杞蓋鍋1分鐘4.清爽下飯又營養～上菜
"
蒜香煎魚排
",Holly Lu,https://img-global.cpcdn.com/recipes/58a4ba22e0e61df8/751x532cq70/%E8%92%9C%E9%A6%99%E7%85%8E%E9%AD%9A%E6%8E%92-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"地瓜粉1小盤
薑黃粉1茶匙
鹽巴1茶匙
肉桂粉1茶匙
黑胡椒適量
五香粉1茶匙
條魚份量的魚片
蛋黃2個
蒜頭適量
","





1-2


",1.將粉類與鹽巴混勻（也可以依照喜好添加）2.講魚片切塊、裹上蛋黃液、薄薄地沾上一層調味好的乾粉3.開小火、熱油鍋、放入蒜頭爆香4.放入沾好粉的魚片、以小火慢煎到一面定型後再翻面、兩面煎乾即可！喜歡吃酥脆口感可用中火再煎一下～5.擺盤、完成～
"
烤薯條
",00,https://img-global.cpcdn.com/recipes/97d5325cbc5a6426/751x532cq70/%E7%83%A4%E8%96%AF%E6%A2%9D-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"馬鈴薯
鹽巴
黑胡椒
","3 顆
少許
少許
","1.馬鈴薯清洗乾淨,切塊用清水清洗2次,再泡水15分鐘加入少許白醋，泡完煮一鍋水馬鈴薯冷水一起煮滾6~7分鐘,撈起用電風扇吹40分鐘。2.吹乾後的馬鈴薯放入一個乾淨塑膠袋倒一些橄欖油搖勻，放在烤盤上用上下火烤20分鐘,再用上下火250度再烤5分鐘,完成。"
"
時蔬牛奶烘蛋（氣炸鍋）
",jin,https://img-global.cpcdn.com/recipes/74aa9d631945da21/751x532cq70/%E6%99%82%E8%94%AC%E7%89%9B%E5%A5%B6%E7%83%98%E8%9B%8B%E6%B0%A3%E7%82%B8%E9%8D%8B-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ",Na,"芹菜2把
甜椒半顆
玉米筍2根
蘆筍2根
牛奶60ml*2
雞蛋2顆
鹽巴適量
","






",1.備料，洋蔥、甜椒、蘆筍、玉米筍、芹菜全部都切小塊切小段2.依序下洋蔥、玉米筍、蘆筍、甜椒先炒過後盛起備用，將炒過的料和芹菜分別裝入耐熱容器裡，一顆雞蛋加60ml的鮮奶及適量鹽巴拌勻後倒入容器裡再稍微攪拌一下3.放入氣炸鍋，180度13分鐘，可用筷子測試插入抽出時無沾黏即可。
"
香煎蔥油雞PanfriedChickenthighwithscallionoil
",薄荷食坊,https://img-global.cpcdn.com/recipes/5e26e5abb54a955f/751x532cq70/%E9%A6%99%E7%85%8E%E8%94%A5%E6%B2%B9%E9%9B%9Epan-fried-chicken-thigh-with-scallion-oil-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ","
 30分鐘
      ","雞腿肉100克
蒜頭4片
青蔥1支
薑1小段
胡椒適量
米酒1匙
鹽適量
","






","1.將雞腿肉去骨後，將表皮的水分以紙巾擦乾。熱鍋後，將雞腿肉雞皮朝下，以小火慢煎，灑上黑胡椒再加入一匙米酒去腥（蓋上鍋蓋悶燒，保證雞肉熟得完全。）2.起鍋後靜置10分鐘，待收汁後，切塊裝盤。3.蔥油的部分：
將適量（2匙）的油熱鍋，將切碎的蔥、薑絲置入鍋中，加入少許鹽調味。也可以像我一樣，把量抓好放置碟子裡攪和均勻後下鍋。4.將蔥油淋在雞肉上，（加上白芝麻即可。）也可以不加。"
"
蘆筍杏包菇
",趙蓓蒂,https://img-global.cpcdn.com/recipes/1b17b2208807e4ec/751x532cq70/%E8%98%86%E7%AD%8D%E6%9D%8F%E5%8C%85%E8%8F%87-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 5人份
  ",Na,"蘆筍
杏包菇
蒜末
雞粉
","1 把
2 朵
1 匙
適量
",1.蘆筍去硬皮，杏包菇切絲，加蒜末和雞粉調味，就完成囉
"
紅燒吳郭魚
",Hsuan Yu ,https://img-global.cpcdn.com/recipes/f31064ecf92cfd76/751x532cq70/%E7%B4%85%E7%87%92%E5%90%B3%E9%83%AD%E9%AD%9A-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 四人份
  ","
 20分
      ","吳郭魚一尾
味霖1茶匙
低鹽醬油3茶匙
米酒1茶匙
水
薑一塊切絲
蔥3支切段
蒜頭3瓣切片
","



200 cc



",1.魚鱗剔除乾淨，瀝乾血水、魚雙面擦乾，二面各畫三刀備用。2.熱油鍋，半煎炸至雙面成金黃色。3.加入蔥薑蒜在旁邊拌炒至香味跑出，再加調味料和水，蓋鍋悶煮4分鐘後翻面，再悶煮3分鐘後即可盛盤。
"
【家常菜】野菇蒸雞(電鍋料理)
",R.L. 料理研究室,https://img-global.cpcdn.com/recipes/47d5bed6aec93c30/751x532cq70/%E5%AE%B6%E5%B8%B8%E8%8F%9C%E9%87%8E%E8%8F%87%E8%92%B8%E9%9B%9E%E9%9B%BB%E9%8D%8B%E6%96%99%E7%90%86-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 3人分
  ","
 25分鐘
      ","去骨雞腿排
霸王波特貝勒菇
洋蔥
蔥花
太白粉
●調味料
醬油
蠔油
蒜泥
白胡椒粉
香油
","250 g
150 g
1/2 顆
適量
1 大匙

2 大匙
1 大匙
1 小匙
1 小匙
少許
","1.波特菇、洋蔥、雞腿排切塊2.雞腿排加入所有調味料以及太白粉拌勻3.取一容器，波特菇、洋蔥鋪底，雞腿排放上面4.蓋上保鮮膜或是鋁箔紙，電鍋蒸約25分鐘後取出5.撒上適量蔥花即可6.想看更多營養分析與食譜歡迎來我的粉絲專頁""R.L. 料理研究室""喔https://www.facebook.com/rlincooking/ (晚上10點準時發布)
或是追蹤我的IG喔 @rlincooking
想了解更多關於我做每道料理的詳細說明與心得可以到我的個人網站逛逛唷https://rlincooking.com/
Youtube影音料理做法：https://bit.ly/2tyuEcs"
"
簡單梅粉鰤魚
",版圖,https://img-global.cpcdn.com/recipes/a2fe932b0b1bdcd3/751x532cq70/%E7%B0%A1%E5%96%AE%E6%A2%85%E7%B2%89%E9%B0%A4%E9%AD%9A-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2-3人
  ","
 15分
      ","鰤魚
酒少許
鹽少許
麵粉少許
☆調味料
梅粉1湯匙
味增1大湯匙（任何味增都可）
水200-300cc☆調味料調開
","







",1.材料一覽2.將魚快速沖洗 用廚房紙巾擦乾後灑點鹽花 ，酒 ，5分靜置 ，魚水滲出擦拭備用3.魚兩面沾點麵粉 ，入鍋前 將多餘的麵粉拍打 脫落 備用4.鍋中放入少許油 將魚放入 煎魚 兩面稍微有上顏色 焦焦程度後，☆ 調味料加水200-300cc調開，中火煮 8-10分左右 不時兩面交換翻動有助吸湯汁 ，直到收湯汁即可，盛盤 完成5.夏季 天天 炎熱 梅子粉酸甜滋味 將會提高胃口大開 試試看！ 吃完 還可來杯自製梅子汁（放入杯中用些開水調開 加個冰塊 安全衛生 又經濟。6.已發佈 食譜 敬請合併參考 希望能幫助找到靈感來源！7.8.9.
"
韓式醃蘿蔔
",水晶姊姊,https://img-global.cpcdn.com/recipes/b6bc9bc627039de3/751x532cq70/%E9%9F%93%E5%BC%8F%E9%86%83%E8%98%BF%E8%94%94-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"白蘿蔔(600g)
白醋
冰糖
開水
枸杞
","1 支
200 g
200 g
400 g
少許
",1.白蘿蔔洗淨削皮(可多削幾層去除蘿蔔的生辣味)並去頭尾，切成小塊放入容器，加1大匙鹽搖晃混勻後靜置1小時。2.將開水、冰糖與白醋煮到糖融化再加入枸杞後關火待涼備用。3.倒掉蘿蔔的水分，再用冰開水沖洗一下瀝乾放入容器。再將糖醋水加入蘿蔔中醃漬一天就可以吃囉。
